Latitude,Longitude,pCO2_ppm,temperature_degC,salinity_PSU,Chlorophyll_mgPerm3,year,month,day,hour,minute
42.744575952381,-9.30482333333333,NaN,17.6037142857143,35.249,7.30347271428571,2018,7,6,20,47
42.7432188095238,-9.30528071428571,NaN,17.6012857142857,35.2547142857143,7.296699,2018,7,6,20,48
42.7416188095238,-9.30596095238095,NaN,17.6081428571429,35.2522857142857,7.31200414285714,2018,7,6,20,49
42.7392673809524,-9.30772547619048,NaN,17.6085714285714,35.2527142857143,7.29602442857143,2018,7,6,20,50
42.7367607142857,-9.31006214285714,NaN,17.5972857142857,35.2597142857143,7.25242742857143,2018,7,6,20,51
42.7342478571429,-9.31249809523809,NaN,17.6094285714286,35.2577142857143,7.18434542857143,2018,7,6,20,52
42.7316602380952,-9.31465,NaN,17.6128571428571,35.2588571428571,7.28813928571429,2018,7,6,20,53
42.729255,-9.31646428571429,NaN,17.6055714285714,35.266,7.25201285714286,2018,7,6,20,54
42.7268585714286,-9.31867166666667,NaN,17.6358571428571,35.2577142857143,7.19273757142857,2018,7,6,20,55
42.7242811904762,-9.32100238095238,NaN,17.646,35.2651428571429,7.15453585714286,2018,7,6,20,56
42.7216907142857,-9.32320571428571,NaN,17.6252857142857,35.2755714285714,7.19740385714286,2018,7,6,20,57
42.7190809523809,-9.3253819047619,NaN,17.6167142857143,35.2707142857143,7.21601285714286,2018,7,6,20,58
42.7163057142857,-9.32714166666666,NaN,17.6555714285714,35.255,7.26199585714286,2018,7,6,20,59
42.7135433333333,-9.32870595238095,NaN,17.6902857142857,35.2542857142857,7.25159142857143,2018,7,6,21,8
42.7107980952381,-9.33050285714286,NaN,17.6942857142857,35.265,7.21162828571429,2018,7,6,21,1
42.7080892857143,-9.33217523809524,NaN,17.7134285714286,35.2668571428571,7.22594471428572,2018,7,6,21,2
42.7053690476191,-9.33397380952381,NaN,17.6892857142857,35.275,7.18315142857143,2018,7,6,21,3
42.7026716666667,-9.33590904761905,NaN,17.6715714285714,35.2715714285714,7.13891585714286,2018,7,6,21,4
42.7000480952381,-9.33794833333333,NaN,17.6961428571429,35.2607142857143,7.19504314285714,2018,7,6,21,5
42.6974997619048,-9.34018976190476,NaN,17.722,35.2618571428571,7.12916328571429,2018,7,6,21,6
42.695045952381,-9.34281166666667,NaN,17.7688571428571,35.2508571428571,7.15445714285714,2018,7,6,21,7
42.6925204761905,-9.34520714285714,NaN,17.8528571428571,35.2425714285714,7.17346771428571,2018,7,6,21,8
42.6899704761905,-9.3475180952381,NaN,17.8678571428571,35.2612857142857,7.11470142857143,2018,7,6,21,9
42.6873569047619,-9.34967619047619,NaN,17.8887142857143,35.2514285714286,7.16784314285714,2018,7,6,21,10
42.684744047619,-9.35190880952381,NaN,17.858,35.27,7.18550328571429,2018,7,6,21,11
42.6821371428571,-9.35426357142857,NaN,17.8264285714286,35.2638571428571,7.229808,2018,7,6,21,12
42.679565,-9.35665523809524,NaN,17.848,35.2525714285714,7.26569085714286,2018,7,6,21,13
42.6770002380952,-9.35893476190476,NaN,17.8787142857143,35.2488571428571,7.269466,2018,7,6,21,14
42.6744266666667,-9.36097928571428,NaN,17.8787142857143,35.2572857142857,7.26248914285714,2018,7,6,21,15
42.6718202380952,-9.36314738095238,NaN,17.8575714285714,35.2652857142857,7.27254,2018,7,6,21,16
42.669175,-9.36530380952381,NaN,17.6691428571429,35.3307142857143,7.21920685714286,2018,7,6,21,17
42.6665123809524,-9.36744523809524,NaN,17.5838571428571,35.295,7.25577714285714,2018,7,6,21,18
42.6638204761905,-9.36967738095238,NaN,17.6644285714286,35.249,7.23970042857143,2018,7,6,21,19
42.6611633333333,-9.37197333333333,NaN,17.6167142857143,35.287,7.24272585714286,2018,7,6,21,20
42.6586171428571,-9.37433166666666,NaN,17.6011428571429,35.2577142857143,7.27758742857143,2018,7,6,21,21
42.6561921428571,-9.37665238095238,NaN,17.6341428571429,35.2584285714286,7.30034014285714,2018,7,6,21,22
42.6537873809524,-9.37917166666667,NaN,17.552,35.3087142857143,7.22008442857143,2018,7,6,21,23
42.6511773809524,-9.38174714285714,NaN,17.472,35.3081428571429,7.19947914285714,2018,7,6,21,24
42.6483902380952,-9.38381523809524,NaN,17.5172857142857,35.2717142857143,7.22656657142857,2018,7,6,21,25
42.645625952381,-9.38561809523809,NaN,17.436,35.287,7.21232528571429,2018,7,6,21,26
42.6428645238095,-9.38733523809524,NaN,17.4861428571429,35.2535714285714,7.21691985714286,2018,7,6,21,27
42.6402142857143,-9.38910023809524,NaN,17.5245714285714,35.26,7.16069685714286,2018,7,6,21,28
42.6377685714286,-9.39095261904762,NaN,17.4914285714286,35.2791428571429,7.20397585714286,2018,7,6,21,29
42.6354383333333,-9.39292857142857,NaN,17.4827142857143,35.272,7.19567528571429,2018,7,6,21,30
42.6333973809524,-9.39482547619048,NaN,17.524,35.2547142857143,7.26660985714286,2018,7,6,21,31
42.6315888095238,-9.39665142857143,NaN,17.491,35.2852857142857,7.25437914285714,2018,7,6,21,32
42.629735952381,-9.3991780952381,NaN,17.4042857142857,35.296,7.22303228571429,2018,7,6,21,33
42.6275211904762,-9.40190238095238,NaN,17.4804285714286,35.259,7.28265671428571,2018,7,6,21,34
42.6253371428571,-9.40474547619047,NaN,17.6197142857143,35.2518571428571,7.359013,2018,7,6,21,35
42.6230230952381,-9.40753928571429,NaN,17.7197142857143,35.2561428571429,7.28748914285714,2018,7,6,21,36
42.620675952381,-9.41001976190476,NaN,17.7572857142857,35.2611428571429,7.33289385714286,2018,7,6,21,37
42.6184185714286,-9.41243357142857,NaN,17.8728571428571,35.2245714285714,7.33695685714286,2018,7,6,21,38
42.6163002380952,-9.41482476190476,NaN,17.9058571428571,35.2655714285714,7.34626271428571,2018,7,6,21,39
